"age","sex","location_code","cause","rate","measure","location_type"
74,"female",2,"all_cause_mortality",22.6838267767281,"deaths","imd_decile"
74,"male",2,"all_cause_mortality",34.5549400904121,"deaths","imd_decile"
75,"female",2,"all_cause_mortality",25.3880663874544,"deaths","imd_decile"
75,"male",2,"all_cause_mortality",38.6644670919531,"deaths","imd_decile"
76,"female",2,"all_cause_mortality",28.4324823250655,"deaths","imd_decile"
76,"male",2,"all_cause_mortality",43.070266241041,"deaths","imd_decile"
77,"female",2,"all_cause_mortality",31.9744628353563,"deaths","imd_decile"
77,"male",2,"all_cause_mortality",47.9034291165317,"deaths","imd_decile"
78,"female",2,"all_cause_mortality",36.7703097219154,"deaths","imd_decile"
78,"male",2,"all_cause_mortality",54.3267424943862,"deaths","imd_decile"
79,"female",2,"all_cause_mortality",41.5671871528385,"deaths","imd_decile"
79,"male",2,"all_cause_mortality",61.0950502133614,"deaths","imd_decile"
80,"female",2,"all_cause_mortality",46.734486538198,"deaths","imd_decile"
80,"male",2,"all_cause_mortality",68.1717791134818,"deaths","imd_decile"
81,"female",2,"all_cause_mortality",53.7129978776353,"deaths","imd_decile"
81,"male",2,"all_cause_mortality",76.9210922188456,"deaths","imd_decile"
82,"female",2,"all_cause_mortality",60.5051372622661,"deaths","imd_decile"
82,"male",2,"all_cause_mortality",86.4148331608661,"deaths","imd_decile"
83,"female",2,"all_cause_mortality",69.3087213204479,"deaths","imd_decile"
83,"male",2,"all_cause_mortality",96.6264864026888,"deaths","imd_decile"
84,"female",2,"all_cause_mortality",78.8799496587995,"deaths","imd_decile"
84,"male",2,"all_cause_mortality",108.514154591556,"deaths","imd_decile"
85,"female",2,"all_cause_mortality",88.8351268558995,"deaths","imd_decile"
85,"male",2,"all_cause_mortality",119.106470544565,"deaths","imd_decile"
86,"female",2,"all_cause_mortality",101.54082957982,"deaths","imd_decile"
